Time,Temperature
13:2:46:313272,295.27
13:2:46:395314,295.38
13:2:46:477826,295.35
13:2:46:559853,295.35
13:2:46:642270,295.37
13:2:46:724225,295.35
13:2:46:806717,295.33
13:2:46:889210,295.31
13:2:46:985127,295.35
13:2:47:67493,295.39
13:2:47:149519,295.37
13:2:47:231782,295.31
13:2:47:313904,295.24
13:2:47:396598,295.27
13:2:47:479046,295.33
13:2:47:561268,295.35
13:2:47:643810,295.38
13:2:47:726113,295.35
13:2:47:807660,295.31
13:2:47:890042,295.30
13:2:47:972630,295.30
13:2:48:55108,295.30
13:2:48:136671,295.30
13:2:48:219867,295.28
13:2:48:315646,295.30
13:2:48:397279,295.31
13:2:48:479709,295.32
13:2:48:562462,295.24
13:2:48:644449,295.30
13:2:48:727342,295.38
13:2:48:809166,295.31
13:2:48:891522,295.33
13:2:48:973577,295.39
13:2:49:56412,295.35
13:2:49:138516,295.35
13:2:49:221114,295.35
13:2:49:303369,295.33
13:2:49:385747,295.39
13:2:49:467449,295.35
13:2:49:550256,295.24
13:2:49:646028,295.31
13:2:49:728333,295.30
13:2:49:810701,295.27
13:2:49:892972,295.27
13:2:49:975415,295.37
13:2:50:56932,295.24
13:2:50:139179,295.26
13:2:50:221568,295.35
13:2:50:304218,295.35
13:2:50:386511,295.31
13:2:50:468816,295.32
13:2:50:550782,295.31
13:2:50:633802,295.35
13:2:50:716043,295.32
13:2:50:798384,295.24
13:2:50:880618,295.35
13:2:50:976619,295.32
13:2:51:58887,295.31
13:2:51:140507,295.32
13:2:51:223749,295.30
13:2:51:305886,295.33
13:2:51:388156,295.28
13:2:51:470546,295.31
13:2:51:552808,295.30
13:2:51:634445,295.24
13:2:51:717304,295.24
13:2:51:799570,295.35
13:2:51:881662,295.38
13:2:51:964069,295.35
13:2:52:46355,295.31
13:2:52:128895,295.28
13:2:52:210607,295.30
13:2:52:306375,295.35
13:2:52:388767,295.39
13:2:52:471465,295.32
13:2:52:553476,295.28
13:2:52:635984,295.28
13:2:52:718307,295.35
13:2:52:800826,295.32
13:2:52:883129,295.31
13:2:52:965277,295.35
13:2:53:47981,295.31
13:2:53:129860,295.27
13:2:53:212607,295.31
13:2:53:294018,295.41
13:2:53:376578,295.39
13:2:53:459220,295.35
13:2:53:541590,295.38
13:2:53:637426,295.38
13:2:53:719663,295.32
13:2:53:801785,295.33
13:2:53:883770,295.38
13:2:53:966670,295.24
13:2:54:48917,295.24
13:2:54:130726,295.30
13:2:54:213167,295.30
13:2:54:295355,295.30
13:2:54:377550,295.35
13:2:54:460108,295.32
13:2:54:542490,295.35
13:2:54:624856,295.38
13:2:54:707699,295.37
13:2:54:789789,295.32
13:2:54:871951,295.32
13:2:54:967013,295.35
13:2:55:49472,295.35
13:2:55:131775,295.39
13:2:55:213939,295.39
13:2:55:296321,295.32
13:2:55:378798,295.31
13:2:55:461201,295.35
13:2:55:543462,295.32
13:2:55:625760,295.35
13:2:55:708208,295.35
13:2:55:790459,295.31
13:2:55:872490,295.30
13:2:55:954802,295.30
13:2:56:37410,295.27
13:2:56:119690,295.35
13:2:56:202398,295.31
13:2:56:297711,295.31
13:2:56:379966,295.35
13:2:56:462142,295.27
13:2:56:544314,295.35
13:2:56:627137,295.33
13:2:56:709475,295.39
13:2:56:791774,295.43
13:2:56:873922,295.31
13:2:56:956422,295.26
13:2:57:38363,295.35
13:2:57:120531,295.30
13:2:57:202991,295.28
13:2:57:285225,295.31
13:2:57:367650,295.24
13:2:57:450132,295.27
13:2:57:532192,295.35
13:2:57:627841,295.35
13:2:57:710336,295.41
13:2:57:792435,295.43
13:2:57:875036,295.38
13:2:57:957407,295.37
13:2:58:39745,295.35
13:2:58:122011,295.38
13:2:58:204027,295.30
13:2:58:286548,295.28
13:2:58:369349,295.38
13:2:58:451784,295.30
13:2:58:533409,295.28
13:2:58:615734,295.38
13:2:58:698196,295.31
13:2:58:780525,295.35
13:2:58:862811,295.31
13:2:58:958534,295.35
13:2:59:40675,295.30
13:2:59:123164,295.31
13:2:59:205442,295.39
13:2:59:287730,295.35
13:2:59:369853,295.35
13:2:59:452158,295.38
13:2:59:535352,295.35
13:2:59:617238,295.38
13:2:59:699492,295.39
13:2:59:782124,295.35
13:2:59:864477,295.35
13:2:59:946898,295.28
13:3:0:28611,295.31
13:3:0:110619,295.35
13:3:0:193361,295.35
13:3:0:288942,295.35
13:3:0:371677,295.33
13:3:0:453964,295.31
13:3:0:536884,295.33
13:3:0:618065,295.32
13:3:0:700541,295.35
13:3:0:782871,295.35
13:3:0:865563,295.31
13:3:0:947913,295.35
13:3:1:29734,295.33
13:3:1:112738,295.35
13:3:1:194531,295.35
13:3:1:276688,295.31
13:3:1:359253,295.35
13:3:1:441804,295.39
13:3:1:523519,295.39
13:3:1:619491,295.37
13:3:1:702396,295.42
13:3:1:783854,295.39
13:3:1:866499,295.31
13:3:1:948814,295.33
13:3:2:31614,295.31
13:3:2:113427,295.37
13:3:2:196164,295.30
13:3:2:278540,295.24
13:3:2:360274,295.24
13:3:2:442968,295.35
13:3:2:525177,295.39
13:3:2:607524,295.35
13:3:2:689246,295.35
13:3:2:771808,295.35
13:3:2:854041,295.37
13:3:2:950243,295.35
13:3:3:32576,295.35
13:3:3:114836,295.35
13:3:3:197517,295.33
13:3:3:279770,295.30
13:3:3:362064,295.30
13:3:3:443936,295.35
13:3:3:526829,295.35
13:3:3:609127,295.31
13:3:3:691256,295.30
13:3:3:773489,295.30
13:3:3:855818,295.31
13:3:3:937976,295.37
13:3:4:20474,295.35
13:3:4:102819,295.38
13:3:4:185291,295.30
13:3:4:280937,295.32
13:3:4:363237,295.37
13:3:4:445600,295.38
13:3:4:527330,295.30
13:3:4:610126,295.33
13:3:4:692345,295.33
13:3:4:774172,295.30
13:3:4:856898,295.37
13:3:4:939525,295.41
13:3:5:21226,295.37
13:3:5:103907,295.37
13:3:5:185615,295.35
13:3:5:268275,295.39
13:3:5:351034,295.38
13:3:5:433247,295.35
13:3:5:515624,295.35
13:3:5:610744,295.32
13:3:5:693202,295.31
13:3:5:775214,295.41
13:3:5:857830,295.38
13:3:5:940674,295.39
13:3:6:22866,295.35
13:3:6:104972,295.31
13:3:6:186993,295.31
13:3:6:269916,295.35
13:3:6:352267,295.41
13:3:6:434163,295.30
13:3:6:516832,295.33
13:3:6:599098,295.33
13:3:6:680789,295.32
13:3:6:763292,295.35
13:3:6:845458,295.37
13:3:6:941533,295.39
13:3:7:23827,295.31
13:3:7:106221,295.35
13:3:7:188313,295.30
13:3:7:270516,295.39
13:3:7:352853,295.39
13:3:7:434864,295.39
13:3:7:517306,295.35
13:3:7:599832,295.35
13:3:7:682643,295.35
13:3:7:764486,295.35
13:3:7:846713,295.37
13:3:7:929026,295.32
13:3:8:11302,295.35
13:3:8:93972,295.35
13:3:8:176287,295.39
13:3:8:272127,295.31
13:3:8:354412,295.33
13:3:8:436262,295.35
13:3:8:518648,295.31
13:3:8:601608,295.33
13:3:8:683940,295.37
13:3:8:766098,295.32
13:3:8:847695,295.35
13:3:8:929962,295.35
13:3:9:12858,295.37
13:3:9:95033,295.37
13:3:9:177296,295.44
13:3:9:259641,295.42
13:3:9:341804,295.35
13:3:9:423744,295.32
13:3:9:506653,295.38
13:3:9:602409,295.32
13:3:9:685081,295.41
13:3:9:767411,295.35
13:3:9:849402,295.35
13:3:9:931373,295.32
13:3:10:14304,295.30
13:3:10:96598,295.32
13:3:10:178110,295.39
13:3:10:260691,295.39
13:3:10:343403,295.38
13:3:10:425183,295.35
13:3:10:507613,295.35
13:3:10:589969,295.32
13:3:10:672744,295.37
13:3:10:754648,295.38
13:3:10:837230,295.37
13:3:10:932497,295.48
13:3:11:14572,295.35
13:3:11:97171,295.37
13:3:11:179481,295.37
13:3:11:262308,295.38
13:3:11:344731,295.31
13:3:11:427020,295.35
13:3:11:508581,295.28
13:3:11:591277,295.35
13:3:11:673932,295.33
13:3:11:755814,295.35
13:3:11:838367,295.31
13:3:11:920541,295.37
13:3:12:3097,295.37
13:3:12:85010,295.31
13:3:12:167880,295.37
13:3:12:263570,295.28
13:3:12:345726,295.35
13:3:12:427913,295.42
13:3:12:510349,295.42
13:3:12:592287,295.35
13:3:12:674727,295.35
13:3:12:756791,295.39
13:3:12:839486,295.41
13:3:12:921729,295.42
13:3:13:4202,295.38
13:3:13:85846,295.35
13:3:13:168567,295.31
13:3:13:250932,295.41
13:3:13:333649,295.38
13:3:13:415493,295.35
13:3:13:497774,295.35
13:3:13:593662,295.43
13:3:13:676016,295.38
13:3:13:758191,295.35
13:3:13:840920,295.48
13:3:13:923221,295.35
13:3:14:5287,295.37
13:3:14:87559,295.33
13:3:14:169731,295.31
13:3:14:252525,295.32
13:3:14:334827,295.30
13:3:14:417115,295.35
13:3:14:498912,295.39
13:3:14:581916,295.39
13:3:14:663490,295.37
13:3:14:746081,295.32
13:3:14:828505,295.30
13:3:14:923503,295.35
13:3:15:5815,295.35
13:3:15:88326,295.24
13:3:15:170618,295.38
13:3:15:253062,295.35
13:3:15:335916,295.32
13:3:15:418219,295.38
13:3:15:500682,295.33
13:3:15:582674,295.35
13:3:15:665480,295.37
13:3:15:747624,295.35
13:3:15:829169,295.37
13:3:15:911626,295.43
13:3:15:993924,295.43
13:3:16:76397,295.39
13:3:16:158874,295.35
13:3:16:254390,295.37
13:3:16:336636,295.39
13:3:16:419448,295.39
13:3:16:501453,295.35
13:3:16:583854,295.38
13:3:16:666540,295.38
13:3:16:748847,295.35
13:3:16:831097,295.32
13:3:16:912899,295.39
13:3:16:995782,295.41
13:3:17:77296,295.33
13:3:17:159606,295.38
13:3:17:241709,295.38
13:3:17:324668,295.35
13:3:17:406782,295.44
13:3:17:489474,295.38
13:3:17:584497,295.38
13:3:17:667097,295.41
13:3:17:749295,295.35
13:3:17:832190,295.38
13:3:17:914579,295.33
13:3:17:996396,295.37
13:3:18:78847,295.33
13:3:18:161208,295.37
13:3:18:243245,295.38
13:3:18:325866,295.32
13:3:18:408536,295.38
13:3:18:490526,295.41
13:3:18:572892,295.35
13:3:18:655361,295.37
13:3:18:736856,295.35
13:3:18:819165,295.30
13:3:18:915755,295.35
13:3:18:998049,295.35
13:3:19:79608,295.32
13:3:19:162183,295.39
13:3:19:244118,295.35
13:3:19:326732,295.35
13:3:19:409193,295.37
13:3:19:491534,295.39
13:3:19:573839,295.37
13:3:19:656668,295.35
13:3:19:738871,295.37
13:3:19:820996,295.38
13:3:19:903407,295.37
13:3:19:986056,295.31
13:3:20:68158,295.39
13:3:20:150217,295.43
13:3:20:245345,295.39
13:3:20:328084,295.38
13:3:20:410403,295.38
13:3:20:493026,295.35
13:3:20:575371,295.38
13:3:20:657739,295.39
13:3:20:739418,295.38
13:3:20:822245,295.33
13:3:20:904704,295.37
13:3:20:987224,295.41
13:3:21:69305,295.43
13:3:21:150939,295.38
13:3:21:233561,295.37
13:3:21:315579,295.35
13:3:21:398057,295.35
13:3:21:480590,295.37
13:3:21:576328,295.35
13:3:21:658581,295.35
13:3:21:740820,295.41
13:3:21:822938,295.33
13:3:21:905461,295.35
13:3:21:987691,295.32
13:3:22:70551,295.39
13:3:22:152548,295.35
13:3:22:234624,295.32
13:3:22:316754,295.37
13:3:22:399317,295.37
13:3:22:481882,295.37
13:3:22:564348,295.32
13:3:22:646502,295.35
13:3:22:728684,295.37
13:3:22:811346,295.35
13:3:22:906315,295.39
13:3:22:988911,295.47
13:3:23:71719,295.38
13:3:23:153670,295.32
13:3:23:235319,295.35
13:3:23:317633,295.35
13:3:23:399910,295.38
13:3:23:482499,295.41
13:3:23:565345,295.37
13:3:23:647448,295.32
13:3:23:729538,295.35
13:3:23:811729,295.45
13:3:23:894110,295.42
13:3:23:976153,295.38
13:3:24:59381,295.38
13:3:24:141536,295.38
13:3:24:237420,295.41
13:3:24:319746,295.42
13:3:24:401716,295.45
13:3:24:483599,295.37
13:3:24:566353,295.35
13:3:24:648697,295.41
13:3:24:730993,295.38
13:3:24:813397,295.33
13:3:24:895622,295.38
13:3:24:977955,295.35
13:3:25:59961,295.30
13:3:25:142600,295.38
13:3:25:224990,295.39
13:3:25:306982,295.37
13:3:25:389276,295.37
13:3:25:471423,295.35
13:3:25:567533,295.35
13:3:25:650100,295.32
13:3:25:732417,295.33
13:3:25:814767,295.38
13:3:25:896490,295.35
13:3:25:978637,295.35
13:3:26:61279,295.31
13:3:26:143207,295.38
13:3:26:225994,295.35
13:3:26:308055,295.43
13:3:26:390338,295.43
13:3:26:473185,295.35
13:3:26:555712,295.37
13:3:26:637740,295.38
13:3:26:719611,295.33
13:3:26:802168,295.37
13:3:26:897701,295.32
13:3:26:980509,295.32
13:3:27:62814,295.31
13:3:27:145168,295.30
13:3:27:226941,295.33
13:3:27:309600,295.42
13:3:27:392196,295.42
13:3:27:473666,295.41
13:3:27:556272,295.32
13:3:27:638614,295.35
13:3:27:721124,295.38
13:3:27:803114,295.37
13:3:27:885985,295.41
13:3:27:968335,295.35
13:3:28:50732,295.30
13:3:28:132684,295.27
13:3:28:228651,295.38
13:3:28:310545,295.39
13:3:28:392324,295.38
13:3:28:474635,295.37
13:3:28:556966,295.38
13:3:28:639340,295.35
13:3:28:721635,295.37
13:3:28:803870,295.37
13:3:28:886288,295.33
13:3:28:968949,295.37
13:3:29:51265,295.39
13:3:29:133640,295.37
13:3:29:216454,295.31
13:3:29:298399,295.41
13:3:29:380524,295.41
13:3:29:462940,295.37
13:3:29:558207,295.39
13:3:29:641093,295.28
13:3:29:723577,295.35
13:3:29:805917,295.38
13:3:29:888068,295.44
13:3:29:970162,295.37
13:3:30:52907,295.32
13:3:30:134562,295.41
13:3:30:216661,295.35
13:3:30:299871,295.31
13:3:30:382254,295.32
13:3:30:463795,295.35
13:3:30:546365,295.35
13:3:30:628570,295.32
13:3:30:711461,295.41
13:3:30:793974,295.41
13:3:30:889543,295.41
13:3:30:971827,295.42
13:3:31:53630,295.35
13:3:31:136171,295.31
13:3:31:218808,295.35
13:3:31:301018,295.39
13:3:31:383074,295.30
13:3:31:465454,295.30
13:3:31:547244,295.31
13:3:31:630072,295.37
13:3:31:711976,295.41
13:3:31:794671,295.38
13:3:31:877323,295.32
13:3:31:959796,295.37
13:3:32:41545,295.35
13:3:32:123464,295.42
13:3:32:218953,295.38
13:3:32:301966,295.43
13:3:32:384052,295.33
13:3:32:466827,295.38
13:3:32:548908,295.37
13:3:32:631189,295.35
13:3:32:713513,295.38
13:3:32:796117,295.44
13:3:32:878458,295.35
13:3:32:960828,295.38
13:3:33:43100,295.38
13:3:33:125183,295.41
13:3:33:207307,295.39
13:3:33:290055,295.35
13:3:33:372422,295.38
13:3:33:454531,295.43
13:3:33:550040,295.30
13:3:33:632625,295.31
13:3:33:714398,295.38
13:3:33:796659,295.39
13:3:33:879365,295.32
13:3:33:961714,295.33
13:3:34:43608,295.38
13:3:34:126364,295.31
13:3:34:208805,295.31
13:3:34:290785,295.31
13:3:34:373532,295.38
13:3:34:455599,295.38
13:3:34:538149,295.38
13:3:34:620351,295.38
13:3:34:702550,295.38
13:3:34:784497,295.37
13:3:34:880784,295.38
13:3:34:963107,295.38
13:3:35:45420,295.38
13:3:35:127730,295.35
13:3:35:209277,295.31
13:3:35:291428,295.42
13:3:35:374575,295.52
13:3:35:456682,295.35
13:3:35:539330,295.37
13:3:35:621600,295.37
13:3:35:703925,295.42
13:3:35:785493,295.43
13:3:35:868220,295.41
13:3:35:950414,295.35
13:3:36:33418,295.41
13:3:36:115735,295.37
13:3:36:210810,295.35
13:3:36:293640,295.35
13:3:36:375351,295.37
13:3:36:457910,295.33
13:3:36:540213,295.41
13:3:36:622523,295.35
13:3:36:704857,295.35
13:3:36:787373,295.42
13:3:36:869460,295.35
13:3:36:951441,295.41
13:3:37:34146,295.37
13:3:37:116451,295.35
13:3:37:198684,295.37
13:3:37:281359,295.38
13:3:37:363412,295.43
13:3:37:445382,295.47
13:3:37:540970,295.41
13:3:37:623533,295.41
13:3:37:705850,295.35
13:3:37:788167,295.35
13:3:37:869916,295.37
13:3:37:952334,295.43
13:3:38:34896,295.39
13:3:38:117539,295.41
13:3:38:200136,295.39
13:3:38:282504,295.44
13:3:38:364810,295.43
13:3:38:447126,295.44
13:3:38:528709,295.37
13:3:38:611470,295.35
13:3:38:693765,295.35
13:3:38:776075,295.41
13:3:38:871702,295.50
13:3:38:953964,295.39
13:3:39:36073,295.37
13:3:39:118652,295.41
13:3:39:200709,295.41
13:3:39:283675,295.37
13:3:39:365929,295.32
13:3:39:448244,295.42
13:3:39:530622,295.35
13:3:39:612349,295.38
13:3:39:694940,295.44
13:3:39:777283,295.38
13:3:39:859568,295.35
13:3:39:941287,295.39
13:3:40:23936,295.37
13:3:40:106285,295.35
13:3:40:201453,295.41
13:3:40:284692,295.37
13:3:40:367037,295.43
13:3:40:449363,295.48
13:3:40:531777,295.42
13:3:40:613477,295.41
13:3:40:696336,295.42
13:3:40:778726,295.35
13:3:40:860740,295.32
13:3:40:943227,295.41
13:3:41:25659,295.43
13:3:41:107665,295.35
13:3:41:189600,295.37
13:3:41:272085,295.41
13:3:41:354779,295.31
13:3:41:436850,295.37
13:3:41:532705,295.39
13:3:41:614878,295.35
13:3:41:696664,295.35
13:3:41:779283,295.35
13:3:41:861816,295.28
13:3:41:944266,295.31
13:3:42:25785,295.41
13:3:42:109030,295.43
13:3:42:190955,295.43
13:3:42:273020,295.42
13:3:42:355824,295.37
13:3:42:438297,295.38
13:3:42:520814,295.41
13:3:42:602808,295.41
13:3:42:684783,295.39
13:3:42:767170,295.35
