Time,Temperature
2026-07-15T11:25:37.136705,MAX31856 thermocouple test
2026-07-15T11:25:37.139960,Thermocouple type: K Type
2026-07-15T11:25:37.141067,295.41
2026-07-15T11:25:37.216841,295.35
2026-07-15T11:25:37.312516,295.32
2026-07-15T11:25:37.395284,295.35
2026-07-15T11:25:37.477585,295.35
2026-07-15T11:25:37.559795,295.35
2026-07-15T11:25:37.642060,295.35
2026-07-15T11:25:37.724981,295.24
2026-07-15T11:25:37.806896,295.35
2026-07-15T11:25:37.889589,295.37
2026-07-15T11:25:37.971958,295.41
2026-07-15T11:25:38.054122,295.35
2026-07-15T11:25:38.136288,295.30
2026-07-15T11:25:38.218295,295.37
2026-07-15T11:25:38.301072,295.24
2026-07-15T11:25:38.383187,295.24
2026-07-15T11:25:38.465987,295.31
2026-07-15T11:25:38.548322,295.30
2026-07-15T11:25:38.643880,295.38
2026-07-15T11:25:38.725292,295.37
2026-07-15T11:25:38.808151,295.28
2026-07-15T11:25:38.890693,295.28
2026-07-15T11:25:38.972658,295.33
2026-07-15T11:25:39.055282,295.27
2026-07-15T11:25:39.137327,295.24
2026-07-15T11:25:39.219729,295.33
2026-07-15T11:25:39.301708,295.32
2026-07-15T11:25:39.384166,295.32
2026-07-15T11:25:39.466783,295.32
2026-07-15T11:25:39.548744,295.33
2026-07-15T11:25:39.631608,295.31
2026-07-15T11:25:39.714008,295.35
2026-07-15T11:25:39.795988,295.35
2026-07-15T11:25:39.878015,295.24
2026-07-15T11:25:39.973826,295.35
2026-07-15T11:25:40.056020,295.35
2026-07-15T11:25:40.138353,295.27
2026-07-15T11:25:40.220865,295.37
2026-07-15T11:25:40.303124,295.35
2026-07-15T11:25:40.385731,295.28
2026-07-15T11:25:40.467991,295.31
2026-07-15T11:25:40.550426,295.27
2026-07-15T11:25:40.632464,295.24
2026-07-15T11:25:40.715058,295.27
2026-07-15T11:25:40.797096,295.38
2026-07-15T11:25:40.879794,295.33
2026-07-15T11:25:40.962608,295.22
2026-07-15T11:25:41.044709,295.24
2026-07-15T11:25:41.127078,295.17
2026-07-15T11:25:41.209342,295.26
2026-07-15T11:25:41.305062,295.24
2026-07-15T11:25:41.386849,295.27
2026-07-15T11:25:41.469494,295.27
2026-07-15T11:25:41.551783,295.28
2026-07-15T11:25:41.634141,295.30
2026-07-15T11:25:41.716469,295.32
2026-07-15T11:25:41.798786,295.32
2026-07-15T11:25:41.881279,295.28
2026-07-15T11:25:41.963578,295.26
2026-07-15T11:25:42.045836,295.31
2026-07-15T11:25:42.128199,295.35
2026-07-15T11:25:42.210329,295.35
2026-07-15T11:25:42.292553,295.32
2026-07-15T11:25:42.374821,295.33
2026-07-15T11:25:42.457392,295.28
2026-07-15T11:25:42.539603,295.31
2026-07-15T11:25:42.635570,295.33
