Time,Temperature
13:1:23:579136,295.31
13:1:23:661280,295.30
13:1:23:743657,295.31
13:1:23:825439,295.30
13:1:23:907988,295.27
13:1:23:990809,295.33
13:1:24:73129,295.30
13:1:24:154752,295.37
13:1:24:237095,295.33
13:1:24:320089,295.35
13:1:24:401616,295.32
13:1:24:498123,295.24
13:1:24:580344,295.35
13:1:24:662425,295.37
13:1:24:744744,295.35
13:1:24:827290,295.32
13:1:24:908876,295.35
13:1:24:991182,295.35
13:1:25:73348,295.28
13:1:25:156592,295.33
13:1:25:238154,295.35
13:1:25:320686,295.35
13:1:25:403653,295.32
13:1:25:485334,295.35
13:1:25:568206,295.35
13:1:25:650423,295.37
13:1:25:732365,295.26
13:1:25:828139,295.30
13:1:25:910740,295.35
13:1:25:993031,295.31
13:1:26:75334,295.27
13:1:26:157862,295.37
13:1:26:240011,295.35
13:1:26:322725,295.37
13:1:26:404447,295.39
13:1:26:486542,295.35
13:1:26:569031,295.31
13:1:26:651629,295.33
13:1:26:733636,295.35
13:1:26:816365,295.33
13:1:26:898399,295.35
13:1:26:980727,295.26
13:1:27:62928,295.26
13:1:27:158284,295.32
13:1:27:240418,295.35
13:1:27:322711,295.35
13:1:27:405010,295.35
13:1:27:487334,295.39
13:1:27:569700,295.37
13:1:27:652020,295.33
13:1:27:734581,295.33
13:1:27:817580,295.37
13:1:27:899769,295.39
13:1:27:982175,295.30
13:1:28:64207,295.27
13:1:28:145963,295.33
13:1:28:228434,295.31
13:1:28:310839,295.35
13:1:28:393705,295.35
13:1:28:489609,295.26
13:1:28:571835,295.30
13:1:28:654159,295.35
13:1:28:735756,295.31
13:1:28:818396,295.35
13:1:28:901045,295.32
13:1:28:983414,295.41
13:1:29:65454,295.33
13:1:29:147580,295.32
13:1:29:229392,295.37
13:1:29:311848,295.33
13:1:29:394618,295.27
13:1:29:477520,295.32
13:1:29:559683,295.28
13:1:29:641952,295.22
13:1:29:724289,295.27
13:1:29:819355,295.27
13:1:29:901989,295.33
13:1:29:984596,295.43
13:1:30:66155,295.44
13:1:30:148559,295.37
13:1:30:231141,295.33
13:1:30:313106,295.33
13:1:30:395501,295.39
13:1:30:477934,295.33
13:1:30:559870,295.33
13:1:30:642228,295.31
13:1:30:724621,295.33
13:1:30:806781,295.39
13:1:30:889266,295.32
13:1:30:971467,295.35
13:1:31:54164,295.30
13:1:31:150128,295.26
13:1:31:232233,295.31
13:1:31:314487,295.33
13:1:31:396431,295.37
13:1:31:479618,295.39
13:1:31:562074,295.35
13:1:31:644602,295.35
13:1:31:726501,295.37
13:1:31:808278,295.30
13:1:31:890829,295.31
13:1:31:972743,295.28
13:1:32:55119,295.28
13:1:32:137486,295.38
13:1:32:219598,295.35
13:1:32:302190,295.33
13:1:32:384226,295.35
13:1:32:479994,295.38
13:1:32:562270,295.35
13:1:32:644608,295.30
13:1:32:727058,295.27
13:1:32:809650,295.35
13:1:32:891636,295.31
13:1:32:974132,295.35
13:1:33:56519,295.32
13:1:33:138640,295.28
13:1:33:221274,295.28
13:1:33:303310,295.35
13:1:33:385493,295.30
13:1:33:467970,295.35
13:1:33:550756,295.31
13:1:33:632458,295.31
13:1:33:714753,295.33
13:1:33:810691,295.33
13:1:33:892729,295.37
13:1:33:974998,295.33
13:1:34:57434,295.33
13:1:34:139944,295.38
13:1:34:222039,295.32
13:1:34:304344,295.32
13:1:34:386883,295.27
13:1:34:469163,295.27
13:1:34:551948,295.35
13:1:34:634387,295.33
13:1:34:716437,295.35
13:1:34:798747,295.33
13:1:34:881192,295.38
13:1:34:963018,295.28
13:1:35:45331,295.33
13:1:35:141245,295.41
13:1:35:223261,295.33
13:1:35:305856,295.39
13:1:35:388194,295.33
13:1:35:470128,295.30
13:1:35:552456,295.35
13:1:35:635469,295.39
13:1:35:717141,295.35
13:1:35:799494,295.35
13:1:35:882188,295.33
13:1:35:964417,295.33
13:1:36:46369,295.32
13:1:36:128777,295.33
13:1:36:211620,295.35
13:1:36:293735,295.41
13:1:36:376391,295.35
13:1:36:471434,295.30
13:1:36:553685,295.28
13:1:36:635976,295.33
13:1:36:718386,295.35
13:1:36:800707,295.31
13:1:36:883410,295.27
13:1:36:965526,295.31
13:1:37:47605,295.30
13:1:37:130232,295.37
13:1:37:212419,295.39
13:1:37:294878,295.35
13:1:37:376850,295.26
13:1:37:459500,295.27
13:1:37:541433,295.28
13:1:37:624336,295.26
13:1:37:706789,295.33
13:1:37:802264,295.39
13:1:37:884166,295.35
13:1:37:966841,295.33
13:1:38:49510,295.39
13:1:38:131786,295.35
13:1:38:214217,295.38
13:1:38:296618,295.35
13:1:38:378853,295.35
13:1:38:461168,295.35
13:1:38:543165,295.31
13:1:38:625564,295.27
13:1:38:707938,295.35
13:1:38:789944,295.37
13:1:38:872344,295.27
13:1:38:954980,295.32
13:1:39:37033,295.33
13:1:39:132432,295.31
13:1:39:214875,295.35
13:1:39:297099,295.43
13:1:39:379722,295.26
13:1:39:462027,295.26
13:1:39:544399,295.30
13:1:39:626028,295.38
13:1:39:708893,295.37
13:1:39:791344,295.33
13:1:39:873415,295.37
13:1:39:955747,295.35
13:1:40:38276,295.31
13:1:40:120000,295.30
13:1:40:202636,295.31
13:1:40:285304,295.35
13:1:40:367255,295.38
13:1:40:462697,295.35
13:1:40:545002,295.35
13:1:40:627342,295.33
13:1:40:709435,295.35
13:1:40:792001,295.35
13:1:40:874583,295.30
13:1:40:956440,295.31
13:1:41:38919,295.28
13:1:41:121333,295.31
13:1:41:203509,295.30
13:1:41:286273,295.26
13:1:41:368469,295.35
13:1:41:450842,295.33
13:1:41:533136,295.33
13:1:41:615762,295.41
13:1:41:697480,295.35
13:1:41:793677,295.35
13:1:41:875506,295.33
13:1:41:957905,295.38
13:1:42:40394,295.38
13:1:42:122685,295.31
13:1:42:205296,295.35
13:1:42:287004,295.30
13:1:42:369330,295.27
13:1:42:451965,295.35
13:1:42:534149,295.37
13:1:42:616969,295.31
13:1:42:699177,295.32
13:1:42:781574,295.37
13:1:42:863740,295.35
13:1:42:946067,295.32
13:1:43:28319,295.39
13:1:43:123953,295.35
13:1:43:206232,295.35
13:1:43:288613,295.35
13:1:43:370969,295.31
13:1:43:453153,295.33
13:1:43:535607,295.39
13:1:43:617880,295.35
13:1:43:700025,295.33
13:1:43:782486,295.32
13:1:43:865358,295.33
13:1:43:947410,295.33
13:1:44:29976,295.35
13:1:44:111995,295.33
13:1:44:193699,295.35
13:1:44:276068,295.35
13:1:44:358451,295.35
13:1:44:454045,295.35
13:1:44:536876,295.35
13:1:44:619090,295.30
13:1:44:701226,295.32
13:1:44:784126,295.35
13:1:44:866536,295.30
13:1:44:948810,295.24
13:1:45:30944,295.31
13:1:45:112598,295.33
13:1:45:195151,295.27
13:1:45:277241,295.31
13:1:45:359863,295.35
13:1:45:442127,295.35
13:1:45:524263,295.33
13:1:45:607333,295.37
13:1:45:689521,295.30
13:1:45:784781,295.35
13:1:45:866860,295.35
13:1:45:949526,295.37
13:1:46:31826,295.31
13:1:46:114221,295.35
13:1:46:196859,295.42
13:1:46:279444,295.41
13:1:46:361001,295.35
13:1:46:443804,295.30
13:1:46:525966,295.27
13:1:46:608292,295.30
13:1:46:690847,295.32
13:1:46:773179,295.43
13:1:46:855489,295.39
13:1:46:937090,295.41
13:1:47:19556,295.35
13:1:47:114944,295.38
13:1:47:197992,295.30
13:1:47:280369,295.32
13:1:47:362691,295.33
13:1:47:444763,295.31
13:1:47:526633,295.30
13:1:47:609558,295.35
13:1:47:692046,295.32
13:1:47:774370,295.30
13:1:47:856382,295.42
13:1:47:938744,295.39
13:1:48:20872,295.38
13:1:48:102982,295.38
13:1:48:185357,295.35
13:1:48:267999,295.42
13:1:48:350328,295.35
13:1:48:446103,295.33
13:1:48:528224,295.35
13:1:48:610195,295.31
13:1:48:692973,295.31
13:1:48:775223,295.26
13:1:48:857448,295.27
13:1:48:939220,295.33
13:1:49:21482,295.35
13:1:49:103952,295.28
13:1:49:186819,295.37
13:1:49:269458,295.35
13:1:49:351680,295.39
13:1:49:434024,295.32
13:1:49:516215,295.28
13:1:49:598276,295.37
13:1:49:680354,295.38
13:1:49:776556,295.37
13:1:49:859124,295.35
13:1:49:940983,295.35
13:1:50:22606,295.30
13:1:50:105242,295.27
13:1:50:187574,295.32
13:1:50:270004,295.35
13:1:50:352559,295.35
13:1:50:434882,295.30
13:1:50:517156,295.26
13:1:50:599460,295.32
13:1:50:681709,295.37
13:1:50:763852,295.41
13:1:50:846170,295.41
13:1:50:928210,295.35
13:1:51:10898,295.32
13:1:51:106541,295.26
13:1:51:188693,295.38
13:1:51:271249,295.35
13:1:51:353906,295.32
13:1:51:435974,295.33
13:1:51:518516,295.35
13:1:51:600845,295.35
13:1:51:683111,295.37
13:1:51:765231,295.37
13:1:51:847570,295.35
13:1:51:929453,295.27
13:1:52:11707,295.30
13:1:52:93922,295.33
13:1:52:176366,295.26
13:1:52:258853,295.30
13:1:52:340879,295.35
13:1:52:437268,295.33
13:1:52:519504,295.26
13:1:52:601972,295.33
13:1:52:684290,295.35
13:1:52:766624,295.30
13:1:52:848997,295.35
13:1:52:931058,295.38
13:1:53:13703,295.33
13:1:53:95262,295.37
13:1:53:177830,295.38
13:1:53:260114,295.30
13:1:53:342805,295.35
13:1:53:425287,295.31
13:1:53:507101,295.33
13:1:53:589726,295.37
13:1:53:672245,295.31
13:1:53:767430,295.39
13:1:53:850122,295.39
13:1:53:932205,295.35
13:1:54:14540,295.39
13:1:54:96805,295.35
13:1:54:178764,295.33
13:1:54:261730,295.33
13:1:54:344100,295.27
13:1:54:426133,295.39
13:1:54:508278,295.32
13:1:54:590748,295.35
13:1:54:672900,295.33
13:1:54:755675,295.30
13:1:54:838011,295.39
13:1:54:920325,295.42
13:1:55:2393,295.39
13:1:55:97608,295.41
13:1:55:179934,295.39
13:1:55:262418,295.32
13:1:55:345009,295.33
13:1:55:427360,295.35
13:1:55:509389,295.39
13:1:55:591694,295.35
13:1:55:673796,295.35
13:1:55:756016,295.38
13:1:55:838368,295.39
13:1:55:920757,295.35
13:1:56:3804,295.35
13:1:56:85812,295.24
13:1:56:167836,295.30
13:1:56:250544,295.38
13:1:56:333168,295.31
13:1:56:428773,295.32
13:1:56:511009,295.38
13:1:56:592907,295.30
13:1:56:675384,295.30
13:1:56:757622,295.35
13:1:56:839631,295.39
13:1:56:922270,295.43
13:1:57:4365,295.37
13:1:57:86954,295.31
13:1:57:169114,295.35
13:1:57:251178,295.35
13:1:57:334021,295.35
13:1:57:415755,295.38
13:1:57:498162,295.37
13:1:57:580469,295.35
13:1:57:663218,295.30
13:1:57:758311,295.31
13:1:57:840624,295.35
13:1:57:923018,295.33
13:1:58:5571,295.35
13:1:58:88079,295.30
13:1:58:170484,295.35
13:1:58:252822,295.35
13:1:58:334545,295.41
13:1:58:417636,295.32
13:1:58:499950,295.35
13:1:58:581918,295.31
13:1:58:663716,295.38
13:1:58:746134,295.35
13:1:58:828758,295.35
13:1:58:911118,295.42
13:1:58:993791,295.35
13:1:59:89464,295.35
13:1:59:171335,295.30
13:1:59:253581,295.35
13:1:59:335609,295.37
13:1:59:417985,295.38
13:1:59:500489,295.35
13:1:59:583576,295.35
13:1:59:665785,295.38
13:1:59:748131,295.31
13:1:59:830472,295.26
13:1:59:911939,295.26
13:1:59:995049,295.35
13:2:0:76615,295.32
13:2:0:158750,295.30
13:2:0:241612,295.33
13:2:0:323451,295.26
13:2:0:419150,295.37
13:2:0:501752,295.38
13:2:0:584503,295.39
13:2:0:666582,295.30
13:2:0:748912,295.27
13:2:0:831080,295.32
13:2:0:913032,295.38
13:2:0:995700,295.35
13:2:1:78057,295.31
13:2:1:160482,295.38
13:2:1:243175,295.31
13:2:1:325524,295.33
13:2:1:407238,295.26
13:2:1:489349,295.30
13:2:1:571745,295.35
13:2:1:653949,295.37
13:2:1:749782,295.32
13:2:1:832123,295.26
13:2:1:914214,295.35
13:2:1:996611,295.35
13:2:2:78835,295.37
13:2:2:161237,295.33
13:2:2:243756,295.30
13:2:2:326298,295.35
13:2:2:408400,295.32
13:2:2:490320,295.32
13:2:2:573747,295.35
13:2:2:655472,295.35
13:2:2:737681,295.35
13:2:2:820271,295.31
13:2:2:902375,295.33
13:2:2:984676,295.35
13:2:3:80406,295.35
13:2:3:162782,295.35
13:2:3:244980,295.32
13:2:3:327330,295.35
13:2:3:409255,295.35
13:2:3:491927,295.35
13:2:3:573991,295.35
13:2:3:656421,295.35
13:2:3:739072,295.32
13:2:3:821503,295.35
13:2:3:903372,295.38
13:2:3:985477,295.32
13:2:4:67962,295.35
13:2:4:150230,295.37
13:2:4:233109,295.35
13:2:4:315226,295.31
13:2:4:410473,295.32
13:2:4:493383,295.35
13:2:4:574970,295.35
13:2:4:657425,295.35
13:2:4:739572,295.35
13:2:4:821865,295.24
13:2:4:904404,295.30
13:2:4:986834,295.27
13:2:5:69387,295.30
13:2:5:151173,295.35
13:2:5:234276,295.30
13:2:5:316683,295.32
13:2:5:398579,295.37
13:2:5:480491,295.33
13:2:5:563123,295.31
13:2:5:645139,295.38
13:2:5:740838,295.35
13:2:5:823276,295.38
13:2:5:905748,295.39
13:2:5:988458,295.37
13:2:6:70697,295.38
13:2:6:152755,295.38
13:2:6:234621,295.38
13:2:6:317156,295.42
13:2:6:399330,295.35
13:2:6:481766,295.35
13:2:6:564339,295.30
13:2:6:646284,295.27
13:2:6:728836,295.42
13:2:6:811322,295.35
13:2:6:893189,295.35
13:2:6:975719,295.42
13:2:7:71334,295.41
13:2:7:153756,295.35
13:2:7:236194,295.35
13:2:7:318512,295.33
13:2:7:401317,295.35
13:2:7:483690,295.37
13:2:7:565986,295.41
13:2:7:647999,295.35
13:2:7:730032,295.35
13:2:7:812404,295.37
13:2:7:894744,295.41
13:2:7:976757,295.41
13:2:8:59137,295.39
13:2:8:142050,295.35
13:2:8:224643,295.37
13:2:8:306481,295.35
13:2:8:402528,295.35
13:2:8:484857,295.42
13:2:8:566903,295.39
13:2:8:649482,295.35
13:2:8:731100,295.38
13:2:8:813672,295.38
13:2:8:895975,295.35
13:2:8:978044,295.42
13:2:9:60088,295.35
13:2:9:142608,295.32
13:2:9:224752,295.30
13:2:9:307123,295.27
13:2:9:389530,295.41
13:2:9:472017,295.37
13:2:9:554581,295.38
13:2:9:636898,295.35
13:2:9:732266,295.26
13:2:9:814439,295.35
13:2:9:896778,295.37
13:2:9:979048,295.41
13:2:10:61312,295.41
13:2:10:143966,295.38
13:2:10:226327,295.38
